Image, gender, leyex, leyey, reyex, reyey, nosex, nosey, lmouthx, lmouthy, rmouthx, rmouthy
000476.jpg, 0, 68, 111, 109, 112, 89, 138, 70, 152, 108, 150
000477.jpg, 1, 70, 111, 107, 111, 85, 136, 72, 152, 105, 153
000480.jpg, 0, 70, 111, 107, 111, 87, 134, 75, 153, 101, 153
000481.jpg, 1, 69, 111, 108, 112, 88, 143, 73, 151, 105, 153
000485.jpg, 0, 70, 112, 108, 110, 101, 139, 69, 153, 106, 151
000486.jpg, 1, 69, 111, 108, 111, 77, 134, 70, 151, 107, 153
000487.jpg, 0, 68, 111, 108, 112, 89, 134, 67, 150, 112, 152
000488.jpg, 0, 68, 111, 109, 112, 91, 136, 75, 151, 102, 151
000489.jpg, 0, 67, 112, 110, 113, 87, 138, 67, 150, 110, 150
000490.jpg, 1, 72, 111, 106, 110, 100, 136, 73, 155, 103, 153
000491.jpg, 0, 70, 109, 105, 112, 102, 130, 78, 153, 102, 154
000492.jpg, 0, 68, 112, 109, 112, 85, 141, 69, 150, 108, 151
000493.jpg, 0, 67, 112, 110, 112, 87, 132, 69, 150, 108, 151
000494.jpg, 0, 70, 111, 107, 111, 90, 135, 71, 152, 106, 152
000495.jpg, 0, 68, 112, 109, 112, 90, 142, 67, 150, 109, 152
000497.jpg, 0, 68, 112, 109, 112, 89, 132, 68, 151, 108, 151
000498.jpg, 1, 68, 111, 109, 112, 90, 141, 70, 152, 107, 150
000502.jpg, 0, 69, 112, 108, 111, 88, 134, 73, 151, 103, 152
000503.jpg, 0, 69, 111, 108, 111, 89, 136, 74, 152, 102, 152
000504.jpg, 0, 67, 112, 110, 112, 89, 139, 65, 150, 112, 150
000505.jpg, 0, 67, 112, 110, 112, 92, 133, 70, 151, 107, 150
000506.jpg, 0, 67, 111, 109, 113, 83, 138, 68, 149, 110, 152
000512.jpg, 1, 72, 111, 105, 109, 78, 132, 73, 155, 103, 154
000515.jpg, 1, 69, 111, 108, 111, 89, 135, 72, 152, 104, 152
000518.jpg, 1, 69, 112, 109, 111, 98, 142, 68, 152, 108, 151
000521.jpg, 1, 70, 111, 107, 111, 77, 132, 72, 153, 105, 153
000526.jpg, 1, 73, 110, 105, 109, 97, 134, 73, 155, 103, 155
000534.jpg, 1, 69, 111, 108, 111, 86, 143, 72, 152, 106, 152
000535.jpg, 1, 70, 113, 109, 110, 73, 127, 68, 153, 106, 151
000536.jpg, 1, 69, 110, 107, 112, 93, 135, 74, 152, 104, 153
000537.jpg, 1, 70, 112, 107, 110, 89, 130, 71, 153, 105, 153
000542.jpg, 1, 70, 110, 106, 111, 97, 134, 74, 153, 103, 153
000543.jpg, 1, 70, 110, 106, 111, 99, 132, 74, 153, 104, 154
000545.jpg, 1, 69, 112, 108, 111, 90, 137, 70, 151, 106, 152
000546.jpg, 1, 72, 113, 107, 109, 81, 127, 71, 152, 102, 154
000552.jpg, 1, 69, 111, 108, 112, 89, 137, 72, 152, 105, 152
000555.jpg, 1, 68, 112, 109, 112, 88, 131, 67, 151, 110, 151
000558.jpg, 1, 70, 111, 108, 111, 93, 137, 70, 151, 107, 154
000559.jpg, 1, 68, 112, 109, 112, 97, 133, 73, 150, 104, 152
000560.jpg, 1, 70, 111, 108, 111, 89, 135, 73, 152, 104, 153
000561.jpg, 1, 69, 112, 108, 111, 92, 135, 65, 151, 112, 152
000563.jpg, 1, 69, 112, 109, 111, 96, 133, 70, 150, 106, 153
000569.jpg, 1, 70, 111, 107, 111, 84, 134, 71, 153, 106, 152
000571.jpg, 1, 71, 111, 106, 110, 93, 131, 76, 154, 100, 153
000572.jpg, 1, 69, 111, 108, 111, 93, 136, 69, 153, 107, 151
000577.jpg, 1, 69, 110, 107, 112, 98, 132, 75, 154, 103, 151
000578.jpg, 1, 69, 112, 108, 111, 84, 135, 72, 152, 104, 152
000583.jpg, 1, 67, 112, 110, 112, 90, 142, 66, 150, 110, 150
000584.jpg, 1, 70, 109, 105, 112, 100, 125, 77, 152, 102, 155
000585.jpg, 1, 69, 112, 109, 111, 91, 139, 71, 151, 105, 152
000586.jpg, 1, 68, 113, 110, 111, 89, 138, 66, 151, 109, 150
000587.jpg, 1, 70, 112, 108, 111, 86, 138, 72, 152, 104, 152
000591.jpg, 1, 71, 111, 107, 110, 90, 135, 74, 153, 102, 153
000592.jpg, 1, 69, 110, 108, 112, 97, 133, 70, 152, 109, 151
000593.jpg, 1, 69, 111, 107, 112, 77, 133, 70, 153, 108, 151
000603.jpg, 1, 69, 110, 107, 113, 94, 121, 72, 151, 108, 153
000604.jpg, 1, 69, 111, 108, 111, 84, 133, 69, 153, 108, 151
000617.jpg, 1, 70, 112, 108, 110, 92, 143, 70, 151, 105, 153
000620.jpg, 1, 65, 111, 110, 114, 83, 135, 69, 149, 111, 149
000622.jpg, 1, 69, 111, 108, 111, 86, 132, 71, 152, 106, 152
000623.jpg, 1, 69, 112, 109, 111, 99, 132, 68, 152, 108, 151
000629.jpg, 1, 70, 111, 107, 111, 96, 138, 71, 153, 106, 153
000630.jpg, 1, 70, 111, 108, 111, 81, 137, 72, 152, 105, 153
000636.jpg, 1, 68, 112, 109, 112, 92, 137, 67, 150, 110, 152
000639.jpg, 1, 70, 111, 107, 111, 97, 134, 74, 154, 103, 152
000649.jpg, 1, 71, 110, 106, 111, 84, 134, 80, 152, 98, 155
000652.jpg, 1, 69, 110, 107, 112, 85, 135, 75, 152, 104, 153
000654.jpg, 1, 69, 110, 107, 112, 81, 135, 71, 151, 107, 154
000655.jpg, 1, 71, 111, 106, 110, 77, 138, 70, 154, 106, 153
000659.jpg, 1, 68, 112, 109, 112, 89, 137, 70, 150, 107, 151
000661.jpg, 1, 70, 111, 107, 111, 87, 135, 68, 153, 110, 152
000662.jpg, 1, 70, 110, 107, 112, 89, 136, 73, 153, 105, 153
000670.jpg, 1, 68, 111, 109, 113, 78, 136, 66, 150, 112, 152
000671.jpg, 1, 69, 111, 107, 112, 91, 132, 73, 153, 105, 152
000674.jpg, 1, 69, 111, 108, 112, 90, 141, 72, 151, 105, 152
000677.jpg, 1, 68, 111, 108, 112, 95, 139, 71, 151, 107, 152
000681.jpg, 1, 68, 113, 110, 111, 94, 144, 66, 151, 110, 150
000682.jpg, 1, 69, 110, 107, 112, 88, 136, 76, 150, 103, 154
000684.jpg, 1, 73, 112, 105, 108, 77, 129, 75, 155, 99, 155
000685.jpg, 1, 69, 110, 107, 112, 82, 140, 71, 153, 107, 152
000686.jpg, 1, 70, 111, 107, 111, 87, 132, 67, 152, 109, 153
000688.jpg, 1, 71, 111, 106, 110, 85, 135, 71, 153, 105, 154
000690.jpg, 1, 67, 111, 109, 113, 83, 136, 67, 150, 111, 151
000695.jpg, 1, 71, 110, 106, 111, 90, 132, 75, 154, 102, 153
000696.jpg, 1, 68, 112, 109, 111, 90, 135, 68, 151, 108, 151
000697.jpg, 1, 70, 110, 107, 112, 76, 138, 67, 151, 111, 154
000700.jpg, 1, 72, 111, 106, 109, 100, 137, 74, 155, 101, 153
000706.jpg, 1, 71, 111, 106, 111, 80, 134, 75, 153, 102, 154
000712.jpg, 1, 68, 112, 109, 112, 84, 134, 68, 153, 109, 150
000713.jpg, 1, 70, 111, 108, 111, 82, 140, 67, 151, 110, 154
000714.jpg, 1, 71, 110, 106, 111, 99, 140, 74, 154, 103, 153
000724.jpg, 1, 70, 110, 106, 111, 85, 134, 74, 152, 104, 154
000728.jpg, 1, 71, 110, 106, 110, 101, 131, 73, 154, 103, 154
000729.jpg, 1, 70, 110, 106, 111, 93, 131, 73, 152, 105, 154
000730.jpg, 1, 70, 110, 107, 111, 92, 136, 74, 153, 104, 153
000732.jpg, 1, 69, 111, 108, 111, 83, 134, 73, 151, 104, 153
000733.jpg, 1, 69, 112, 108, 111, 88, 144, 73, 152, 102, 152
000735.jpg, 1, 68, 112, 109, 111, 90, 128, 68, 150, 108, 152
000744.jpg, 1, 68, 112, 109, 111, 84, 142, 67, 151, 110, 151
000745.jpg, 1, 69, 111, 108, 111, 88, 139, 71, 152, 106, 152
000747.jpg, 1, 73, 110, 105, 109, 82, 134, 76, 155, 100, 155
000753.jpg, 1, 70, 114, 109, 109, 76, 129, 70, 155, 103, 150
000755.jpg, 1, 71, 111, 106, 110, 89, 134, 72, 155, 104, 153
000757.jpg, 1, 73, 109, 103, 110, 102, 128, 75, 157, 102, 155
000768.jpg, 1, 69, 111, 107, 112, 85, 142, 72, 150, 106, 154
000771.jpg, 1, 72, 109, 105, 111, 76, 134, 72, 154, 106, 155
000773.jpg, 1, 69, 110, 107, 112, 85, 138, 73, 152, 106, 152
